no,tango,kana,en,zh,vi
1481,でき上がる,できあがる,be completed,完成,hoàn thành
1482,照る,てる,shine,照,chiếu sáng
1483,溶く,とく,mix (with liquid),溶解,làm tan ra
1484,どく,,get out of the way,离开,tránh ra
1485,溶ける,とける,melt,融化,tan chảy
1486,どける,,move out of the way,移开,"dịch chuyển, xê dịch"
1487,閉じる,とじる,close,闭上,đóng lại
1488,飛び込む,とびこむ,dive/jump in,跳进,"nhảy vào, nhảy xuống"
1489,飛び出す,とびだす,dash/fly out,冲出,"nhảy ra, bay ra, lao ra"
1490,取り上げる/採り上げる,とりあげる,take up,提出,đưa ra
1491,取り消す,とりけす,cancel,取消,hủy
1492,取り出す,とりだす,take out,取出,lấy ra
1493,捕る,とる,catch,捕获,bắt
1494,取れる,とれる,come off,掉下,"tuột, rời ra"
1495,流れる,ながれる,flow,流,chảy
1496,殴る,なぐる,hit,殴打,"đấm, đánh"
1497,悩む,なやむ,be worried/troubled,烦恼,"ưu tư, trăn trở, băn khoăn"
1498,なる,,"grow, bear (fruit)",形成,"ra quả, chín quả"
1499,似合う,にあう,suit,匹配,hợp
1500,握る,にぎる,"hold, grasp",握,nắm
1501,煮る,にる,"boil, cook",煮,"ninh, nấu"
1502,縫う,ぬう,"sew, stitch",缝,"khâu, vá"
1503,抜く,ぬく,pull out,拔,"nhổ, bứt"
1504,ぬれる,,get wet,淋湿,ướt
1505,願う,ねがう,hope,希望,"mong, mong muốn"
1506,残す,のこす,leave,剩下,"để lại, để thừa"
1507,載せる,のせる,"carry, load",装载,"chất lên, cho lên, chở"
1508,伸びる,のびる,"become longer, grow",长高,"dài ra, tăng lên, tăng"
1509,延びる,のびる,be extended,延长,kéo dài
1510,昇る,のぼる,ascend,升起,"lên, mọc"
1511,乗り越す,のりこす,go past one’s stop,坐过站,đi quá điểm xuống
1512,生える,はえる,"grow, come out",生长,mọc
1513,測る/量る/計る,はかる,measure,测量,"đo, đo đạc, cân, tính toán"
1514,掃く,はく,sweep,扫,quét
1515,吐く,はく,"throw up, spit",吐,"nôn, nhổ ra"
1516,挟む,はさむ,"insert, put something between",夹,kẹp
1517,外す,はずす,"take off, unfasten, undo",移开,"tháo ra, cởi ra"
1518,外れる,はずれる,"come off/out, be out of place",偏离，脱落,"tuột, tuột ra"
1519,話し合う,はなしあう,"talk, discuss",互相交谈,"bàn bạc, thảo luận, nói chuyện"
1520,話し掛ける,はなしかける,speak/talk to,跟人说话，搭话,"bắt chuyện, làm quen"
1521,離れる,はなれる,"be apart, move away",离开,"rời, rời xa, ngồi xa"
1522,はめる,,"insert, put in",镶上,"lắp, đeo, cho vào"
1523,はやる,,"go around, be in fashion",流行,"thịnh hành, lưu hành, lây lan, được yêu thích"
1524,払い戻す,はらいもどす,give a refund,退款,trả lại
1525,腫れる,はれる,"swell, become swollen",肿,"sưng lên, tấy lên, sưng tấy lên"
1526,引き受ける,ひきうける,"take on, undertake",接受,nhận
1527,引き出す,ひきだす,withdraw,取出,"kéo ra, rút ra, rút (tiền)"
1528,引く,ひく,draw (a line),画（线）,"kéo, kẻ"
1529,引っ繰り返す,ひっくりかえす,turn something over,翻过来,lật lại
1530,引っ張る,ひっぱる,"pull, drag",拉住,kéo
1531,冷やす,ひやす,"cool, chill",使变冷,làm lạnh
1532,広げる,ひろげる,"widen, enlarge",拓宽,mở rộng
1533,広める,ひろめる,"spread, disseminate",推广,quảng bá
1534,拭く,ふく,wipe,抹净,"lau, chùi"
1535,膨らむ,ふくらむ,"swell, expand",膨胀,phồng lên
1536,防ぐ,ふせぐ,"prevent, guard against",抵御,"ngăn, đề phòng, tránh"
1537,ぶつかる,,"bump, collide with",碰撞,"va vào, va chạm"
1538,増やす,ふやす,increase,增加,làm tăng
1539,振り向く,ふりむく,"turn around, look back",回头,ngoảnh lại
1540,振る,ふる,"shake, wave",挥,"rắc, vẫy, lắc"
1541,震える,ふるえる,"shiver, tremble",颤抖,"run, run lên, run rẩy"
1542,減る,へる,decrease,减少,"giảm, ít đi"
1543,ほえる,,bark,咆哮,sủa
1544,干す,ほす,dry,晾干,phơi
1545,掘る,ほる,dig,挖,"đào, bới"
1546,曲げる,まげる,bend,弯曲,"gập, bẻ"
1547,混ぜる,まぜる,"mix, blend",混合,trộn
1548,待ち合わせる,まちあわせる,arrange to meet,碰面,hẹn gặp
1549,間違う,まちがう,"be wrong, mistake",弄错,"nhầm, nhầm lẫn"
1550,まとめる,,"collect, bring together",总结,"tóm tắt, tổng hợp, thu dọn"
1551,学ぶ,まなぶ,"study, learn",学习,học
1552,守る,まもる,"protect, defend",保护,"tuân thủ, bảo vệ"
1553,回す,まわす,turn,转动,"xoay, quay, vặn"
1554,見送る,みおくる,see a person off,目送,tiễn
1555,見直す,みなおす,"look again, re-examine",重新考虑，再看,"xem lại, nhìn lại"
1556,診る,みる,examine (medically),看病,khám
1557,向かう,むかう,head toward,前往,"hướng đến, đi"
1558,向く,むく,"face, turn toward",面向,"hướng về, nhìn về"
1559,むく,,peel,削,gọt
1560,蒸す,むす,steam,蒸,hấp
1561,結ぶ,むすぶ,tie,系,"buộc, kết nối"
1562,目指す,めざす,"aim at, have an eye on",以……为目标,"hướng đến, nhắm đến"
1563,目立つ,めだつ,"stand out, be distinctive",醒目,"nổi bật, nổi trội"
1564,申し込む,もうしこむ,"apply, ask for",申请,đăng ký
1565,戻す,もどす,return,返回,"trả lại, trả về"
1566,燃やす,もやす,burn,燃烧,"đốt, làm cháy"
1567,訳す,やくす,translate,翻译,dịch
1568,役に立つ,やくにたつ,"be useful, be of help",有益,"có ích, có tác dụng"
1569,休める,やすめる,"rest, have a rest",休息,cho nghỉ ngơi
1570,雇う,やとう,employ,雇佣,"thuê, tuyển dụng"
1571,破れる,やぶれる,be torn/ripped,打破,rách
1572,譲る,ゆずる,"give, transfer",让给,nhường
1573,ゆでる,,boil,煮,luộc
1574,許す,ゆるす,forgive,原谅,tha thứ
1575,揺れる,ゆれる,"shake, sway",摇晃,"rung, lắc, đung đưa"
1576,酔う,よう,get drunk,醉,say
1577,汚す,よごす,make something dirty,弄脏,làm bẩn
1578,弱まる,よわまる,"grow weak, weaken",变弱,yếu đi
1579,分ける,わける,"divide, share",分,"chia, phân chia"
1580,割る,わる,"divide, break",打碎,"làm vỡ, bẻ"
1581,浅い,あさい,shallow,浅的,"nông, nông cạn"
1582,偉い,えらい,"great, admirable",了不起的,"vĩ đại, giỏi"
1583,おかしい①,,funny,好笑的,"lạ, buồn cười"
1584,おかしい②,,"strange, wrong",奇怪的,khác thường
1585,恐ろしい,おそろしい,"terrible, awful",可怕的,"khủng khiếp, kinh khủng"
1586,おとなしい,,"gentle, quiet",温顺的,"ngoan, ngoan ngoãn"
1587,かゆい,,itchy,痒的,"ngứa, ngứa ngáy"
1588,きつい,,tight,紧的,"chật, (công việc) vất vả, (lịch trình) kín mín"
1589,厳しい,きびしい,strict,严格的,"nghiêm khắc, khó tính"
1590,臭い,くさい,smelly,臭的,hôi thối
1591,悔しい,くやしい,mortifying,懊悔的,"tiếc, hối tiếc, đau khổ"
1592,苦しい,くるしい,"difficult, painful, hard",困难的,"khó thở, đau khổ"
1593,詳しい,くわしい,detailed,详细的,cụ thể
1594,濃い,こい,"dark, strong, thick",浓的,"đậm, nồng, đặc"
1595,細かい,こまかい,"small, detailed",细小的,"nhỏ, vụn vặt"
1596,塩辛い,しおからい,salty,咸的,"mặn, nhiều muối"
1597,四角い,しかくい,square,方形的,vuông vắn
1598,しかた（が）ない,,"thereʼs no other choice, canʼt be helped",没有办法的,"không còn cách nào khác, đành phải"
1599,酸っぱい,すっぱい,sour,酸的,chua
1600,つらい,,"hard, painful",痛苦的,"khổ sở, khó"
1601,懐かしい,なつかしい,"nostalgic, dear old days",令人怀念的,"nhớ tiếc, nhớ"
1602,ぬるい,,lukewarm,温的,"nguội, âm ấm"
1603,ひどい,,terrible,严重的,"kinh khủng, khủng khiếp"
1604,細長い,ほそながい,"slender, long and thin",细长的,thon dài
1605,貧しい,まずしい,poor,贫穷的,nghèo
1606,蒸し暑い,むしあつい,hot and humid,闷热的,"nóng, oi bức"
1607,珍しい,めずらしい,"rare, unusual",罕见的，珍贵的,"hiếm, lạ"
1608,申し訳ない,もうしわけない,be sorry,实在抱歉,"xin lỗi, thấy có lỗi"
1609,もったいない,,wasteful,浪费的,"lãng phí, phung phí"
1610,ものすごい,,terrible,可怕的,"kinh khủng, khủng khiếp"
1611,意外,いがい,unexpected,意外的,"không ngờ, không nghĩ đến"
1612,異常,いじょう,"unusual, abnormal",异常的,"bất thường, khác thường"
1613,一般的,いっぱんてき,"general, common",一般的,thông thường
1614,穏やか,おだやか,"calm, mild",平静的；温和的,"êm ả, êm đềm"
1615,確実,かくじつ,"sure, certain",确实的,"chắc chắn, chắc, an toàn"
1616,勝手,かって,selfish,自私的,"tự tiện, tuỳ tiện"
1617,可能,かのう,possible,可能的,"có khả năng, có thể"
1618,かわいそう,,"pitiful, poor",可怜的,"đáng thương, tội nghiệp"
1619,頑固,がんこ,stubborn,顽固的,"cứng đầu, bảo thủ"
1620,完全,かんぜん,"perfect, complete",完全的,"hoàn toàn, toàn bộ"
1621,客観的,きゃっかんてき,objective,客观的,"tính khách quan, khách quan"
1622,具体的,ぐたいてき,"concrete, specific",具体的,"cụ thể, chi tiết"
1623,経済的,けいざいてき,"economic, economical",经济上的,"kinh tế, tài chính"
1624,幸福,こうふく,happy,幸福的,hạnh phúc
1625,国際的,こくさいてき,international,国际性的,"quốc tế, toàn thế giới"
1626,盛ん,さかん,flourishing,盛行的,phát triển
1627,さまざま,,various,各种各样的,"nhiều, đa dạng"
1628,幸せ,しあわせ,happy,幸福的,hạnh phúc
1629,地味,じみ,"conservative, sober, quiet",朴素的，素净的,"đơn giản, giản dị"
1630,重大,じゅうだい,"of consequence, grave, important",重大的,"quan trọng, trọng đại"
1631,重要,じゅうよう,important,重要,"quan trọng, trọng yếu"
1632,消極的,しょうきょくてき,"passive, negative",消极的,"tiêu cực, trầm"
1633,新鮮,しんせん,fresh,新鲜的,"tươi, tươi mới"
1634,素敵,すてき,"lovely, beautiful",漂亮的,"đẹp, đẹp đẽ"
1635,スペシャル,,special,特别的,đặc biệt
1636,正確,せいかく,"precise, accurate",正确的,chính xác
1637,ぜいたく,,"luxurious, extravagant",奢侈的,"xa xỉ, xa hoa"
1638,積極的,せっきょくてき,"positive, active",积极的,tích cực
1639,そっくり,,exactly like/the same,极像的,"giống hệt, giống như đúc"
1640,ソフト,,soft,软的,"mềm, mềm mại"
1641,退屈,たいくつ,"bored, boring",无聊的,"chán, chán nản, chán chường"
1642,確か,たしか,"reliable, certain",确实的，可靠的,"chắc chắn, minh mẫn"
1643,単純,たんじゅん,simple,简单的,"đơn giản, đơn thuần"
1644,適当,てきとう,"appropriate, suitable",适当的,thích hợp
1645,得意,とくい,"good at, clever at",擅长的,"giỏi, tự hào, có năng khiếu"
1646,苦手,にがて,"weak in, poor in",不擅长的,"kém, không thích"
1647,派手,はで,"bright, loud",艳丽的,"loè loẹt, sặc sỡ"
1648,貧乏,びんぼう,poor,贫穷的,nghèo
1649,不安,ふあん,"uneasy, nervous",担心的,"bất an, lo lắng"
1650,不規則,ふきそく,irregular,不规则的,"bất quy tắc, không theo quy củ"
1651,複雑,ふくざつ,complicated,复杂的,phức tạp
1652,不幸,ふこう,unhappy,不幸的,"bất hạnh, không hạnh phúc"
1653,無事,ぶじ,safe,没事的,bình an vô sự
1654,不思議,ふしぎ,"strange, mysterious",不可思议的,"ly kì, lạ kì"
1655,不満,ふまん,dissatisfied,不满的,"bất mãn, không vừa lòng"
1656,平和,へいわ,peaceful,和平的,hoà bình
1657,真っ赤,まっか,bright red,通红的,"đỏ rực, đỏ bừng"
1658,真っ暗,まっくら,pitch-black,漆黑的,tối om
1659,真っ青,まっさお,deep blue,湛蓝的,"xanh ngắt, xanh thẫm"
1660,満足,まんぞく,satisfied,满足,"hài lòng, thoả mãn"
1661,無駄,むだ,"wasteful, useless",浪费的,"lãng phí, phung phí"
1662,迷惑,めいわく,"annoying, nuisance",打扰的,"làm phiền, làm ảnh hưởng"
1663,面倒,めんどう,"troublesome, complicated",麻烦的,"phiền toái, ngại"
1664,優秀,ゆうしゅう,excellent,优异的,"ưu tú, xuất sắc"
1665,豊か,ゆたか,"rich, abundant",丰富的,phong phú
1666,余分,よぶん,"extra, surplus",剩余的,"thừa thãi, dư thừa,không cần"
1667,楽,らく,"easy, comfortable",轻松的,"nhẹ nhàng, nhàn hạ"
1668,わがまま,,selfish,任性的,"ương bướng, ích kỉ"
1669,一時,いちじ,temporarily,暂时,tạm thời
1670,一度に,いちどに,"one time, at a time",同时,"một lần, cùng một lúc"
1671,いつか,,someday,（将来的）某一天,"một lúc nào đó, khi nào đó"
1672,いつの間にか,いつのまにか,before one knows it,不知不觉,từ lúc nào không hay
1673,いつまでも,,forever,永远,"mãi mãi, luôn, bao giờ cũng"
1674,今にも,いまにも,at any moment,马上，眼看,"sắp, sắp sửa"
1675,いよいよ,,"at last, finally",终于,"cuối cùng, sắp sửa"
1676,うっかり,,carelessly,一不小心,lơ đễnh
1677,恐らく,おそらく,"perhaps, probably",恐怕,"có lẽ, có thể"
1678,お互いに,おたがいに,"mutually, each other",相互,"lẫn nhau, cùng với nhau"
1679,思い切って,おもいきって,"daringly, boldly",下定决心,quyết tâm
1680,かえって,,"rather than, on the contrary",反而,ngược lại
1681,かなり,,considerably,相当,"khá là, khá"
1682,きちんと,,"neatly, properly",整齐,"ngăn nắp, ngay ngắn, gọn gàng"
1683,きらきら,,"glittering, sparkling",闪闪发光,lấp lánh
1684,偶然,ぐうぜん,"by coincidence, accidentally",偶然,ngẫu nhiên
1685,ぐずぐず,,"dawdling, lazily/slowly taking one’s own time",磨蹭,"chậm chạp, lâu la"
1686,ぐっすり,,"deeply, like a log",（睡得）香甜，熟睡,ngủ ngon
1687,くるくる,,"spinning, round and round",滴溜溜（地转）,quay vòng
1688,ぐるぐる,,"in circles, round and round",滴溜溜（地转）,"loanh quanh, luẩn quẩn"
1689,結局,けっきょく,"after all, in the end",最终,cuối cùng
1690,しいんと,,quiet,安静，寂静,"im lặng, yên lặng"
1691,次第に,しだいに,gradually,逐渐,dần dần
1692,じっと,,"still, fixedly",一动不动,"giữ yên, yên lặng"
1693,実は,じつは,"to tell the truth, in fact",实际上,"thực ra thì..., thật ra thì..."
1694,少々,しょうしょう,a little/moment,稍微,một chút
1695,少しも,すこしも,(not) a bit/at all,一点（也）不,một chút cũng (không)
1696,全て,すべて,all,所有,"hoàn toàn, toàn bộ"
1697,すらすら,,"smoothly, easily",流利,trôi chảy
1698,せっかく,,in spite of oneʼs effort,特意,"cất công, tốn sức, mất công"
1699,絶対,ぜったい,absolutely,绝对,"tuyệt đối, nhất định"
1700,そっと,,"quietly, gently",轻轻地,"nhẹ nhàng, rón rén"
1701,そのうち,,"soon, before long",不久的将来,"trong thời gian gần nhất, chẳng mấy chốc"
1702,そのまま,,"as it is, keeping intact",原样,"nguyên, nguyên cả, nguyên như thế"
1703,それぞれ,,each,各个,"từng, mỗi"
1704,そろそろ,,"soon, before long",马上,"sắp sửa, chuẩn bị"
1705,たった,,"no more than, only",只有,"chỉ, chỉ có"
1706,たとえ,,even if,即使,"giả dụ, ví dụ, giả sử"
1707,たびたび,,often,经常,thỉnh thoảng
1708,たまに,,occasionally,偶尔,"thi thoảng, thỉnh thoảng"
1709,ちゃんと,,properly,好好地,"nghiêm túc, cẩn thận, chỉn chu"
1710,直接,ちょくせつ,directly,直接,trực tiếp
1711,次々,つぎつぎ,one after another,接连不断,liên tiếp
1712,どうか,,please,请,"mong, làm ơn hãy"
1713,どうしても,,at any cost,无论如何,"dù sao, dù thế nào thì cũng"
1714,どきどき,,"all of a flutter, pit-a-pat",心怦怦地跳,"hồi hộp, căng thẳng"
1715,突然,とつぜん,suddenly,突然,"đột nhiên, tự nhiên"
1716,どんなに,,however,无论,cho dù thế nào
1717,なるほど,,"I see, indeed",原来如此,quả nhiên
1718,何で,なんで,why,为什么,"vì sao, tại sao"
1719,何となく,なんとなく,"somehow, for some reason or another",总觉得,"không hiểu sao, tự nhiên"
1720,にこにこ,,"beaming, all smiles",笑眯眯,mỉm cười
1721,二度と,にどと,never again,两次,"lần thứ hai, lần sau"
1722,年中,ねんじゅう,"throughout the year, all the time",一整年,"quanh năm, suốt năm"
1723,後に,のちに,"later, subsequently",后来,sau này
1724,のんびり,,"leisurely, in a relaxed way",悠闲,"thong thả, nghỉ ngơi thong thả"
1725,ばらばら,,"apart, in pieces",零散,"tháo rời, lung tung"
1726,ぴかぴか,,"shining, glittering",油光锃亮,"sáng bóng, bóng loáng, lấp lánh"
1727,ぴったり,,"exactly, tightly",紧,"hợp, khớp, vừa in, chặt"
1728,ふらふら,,"unsteady, dizzy",晕晕乎乎,"choáng váng, lảo đảo, chao đảo"
1729,ぶらぶら,,"aimlessly, lazily",闲逛,loanh quanh
1730,ぺこぺこ,,"very hungry, starving",饿,"đói bụng, đói meo"
1731,ぺらぺら,,fluently,流利,trôi chảy
1732,ほっと,,feeling relieved,放松,"yên tâm, an tâm, bớt căng thẳng, nhẹ người"
1733,ぼんやり,,"vaguely, dimly, foggy",隐约,"lờ mờ, mơ hồ, mờ ảo"
1734,まあまあ,,so-so,一般,bình thường
1735,全く,まったく,"completely, (not) at all",完全,hoàn toàn
1736,間もなく,まもなく,soon,不久,"sắp sửa, chuẩn bị"
1737,まるで,,"just like, as if",就像,hệt như
1738,めったに,,"seldom, rarely",很少,"hiếm khi, ít khi"
1739,最も,もっとも,"the most, ~est",最,nhất
1740,割合に,わりあいに,"comparatively, relatively",比较,tương đối
1741,ある,,"a certain, one",有,nọ
1742,一方,いっぽう,"on the other hand, while",另一方面,"mặt khác, một mặt"
1743,さて,,"now, well",话说,mà...
1744,すると,,"then, and",于是,và thế là
1745,そう言えば,そういえば,"which reminds me, now that you mention it",说起来,"nói thế mới nhớ ra, nói thế mới nghĩ đến, à mà..."
1746,そこで,,therefore,因此,do đó
1747,そのうえ,,"in addition, moreover",而且,"hơn nữa, hơn thế"
1748,そのため,,"for that reason, therefore",因此,vì vậy
1749,それで,,that’s why,所以,"nên, do đó"
1750,それとも,,or,或者,"hay là, hoặc là, hoặc"
1751,それなら,,"then, if so",那样的话,"nếu vậy thì, nếu thế thì"
1752,それに,,"besides, moreover",而且,hơn nữa
1753,だが/ですが,,but,但是,"tuy nhiên, nhưng"
1754,つまり,,"in other words, that is to say",也就是说,"tức là, nghĩa là"
1755,ですから,,therefore,所以,"vì thế, vì vậy"
1756,ところが,,"however, but",但是,"vậy mà, nhưng mà"
1757,ところで,,by the way,话说回来,à mà...
1758,なぜなら,,because,因为,bởi vì
1759,または,,or,或者,hoặc là
1760,おいでになる,,"come, go",莅临,"đến, tới"
1761,お召しになる,おめしになる,wear,穿,mặc
1762,お休みになる,おやすみになる,"sleep, go to bed, take a rest/break",睡觉,"ngủ, đi nghỉ"
1763,ご覧になる,ごらんになる,"look, see, watch",看,"xem, nhìn"
1764,召し上がる,めしあがる,"eat, drink",吃，喝,"ăn, uống, dùng (món ăn, đồ uống)"
1765,いたす,,do,做,làm
1766,頂く,いただく①,"eat, drink",吃，喝,"ăn, uống"
1767,頂く,いただく②,receive,收到,"nhận, được cho"
1768,伺う,うかがう①,ask,问,"nghe, hỏi"
1769,伺う,うかがう②,visit,去,"đi, đến thăm"
1770,お目にかかる,おめにかかる,"meet, see",见,gặp
1771,お目にかける,おめにかける,show,给您看,cho xem
1772,ご覧にいれる,ごらんにいれる,show,给您看,cho xem
1773,参る,まいる,"come, go",来，去,"đến, đi"
1774,でございます,,be,是,là
1775,ございます,,"there is/are, have",在，有,"có, ở"
1776,お上がりください,おあがりください①,please eat/help yourself,请品尝,xin mời dùng (món ăn)
1777,お上がりください,おあがりください②,please come in,请进,xin mời vào
1778,おいでください,,please come,请过来,xin hãy đến
1779,お構いなく,おかまいなく,please don’t trouble yourself,不用在意,đừng bận tâm
1780,お元気で,おげんきで,keep well,请保重,xin hãy giữ gìn sức khỏe
1781,お先に,おさきに,excuse me (for leaving before you),先告辞了,trước
1782,おじゃまします,,excuse me (for disturbing you),打扰了,"xin phép, xin phép làm phiền"
1783,お世話になりました,おせわになりました,thank you for taking care of me/all your help,承蒙照顾,tôi đã được giúp đỡ rất nhiều
1784,お疲れ様（でした）,おつかれさま（でした）,thank you for your hard work,辛苦了,cảm ơn vì đã vất vả
1785,お待たせしました,おまたせしました,thank you for/sorry to have kept you waiting,您久等了,xin lỗi đã để anh chị chờ lâu
1786,お待ちどおさま,おまちどおさま,thank you for/sorry to have kept you waiting,您久等了,cảm ơn anh chị đã chờ
1787,おめでとう（ございます）,,congratulations,恭喜,"xin chúc mừng, chúc mừng"
1788,かまいません,,I don’t mind,没关系，没问题,"không sao, không vấn đề gì"
1789,ご遠慮なく,ごえんりょなく,"feel free, go ahead.",请便,xin cứ tự nhiên
1790,ご迷惑をおかけしました,ごめいわくをおかけしました,I’m sorry for causing any trouble,抱歉给您添麻烦了,xin lỗi vì đã làm phiền mọi người
1791,ごめん,,sorry,对不起,xin lỗi
1792,すまない,,sorry,对不起,xin lỗi nhé
1793,それはいけませんね,,that’s too bad,那可不行,"thế thì gay nhỉ, thế thì không được rồi"
1794,またね,,see you,再见,"gặp sau nhé, hẹn gặp lại nhé"
1795,申し訳ありません,もうしわけありません,I’m sorry,抱歉,"xin lỗi, xin tha thứ cho tôi"
1796,ようこそ,,welcome,欢迎,rất hân hạnh chào đón
1797,よくいらっしゃいました,,thank you for coming,谢谢您的到来,anh chị đã đến chơi ạ
1798,あれ/あれっ,,"uh-oh, oh no",咦,ơ
1799,ええと,,"er, let me see",嗯,"ừm, à..."
1800,万歳,ばんざい,"hip hip hurray, cheers",万岁,muôn năm
